BARRID,SED-CUS,LOCID,NAME,HBETA,PBETA,SRISK%,TRISK%,COUNTRY,BETA,MOMENTUM,SIZE,EARNYILD,RESVOL,GROWTH,BTOP,LEVERAGE,LIQUIDTY,SIZENL,INDNAME,IND,PRICE,CAPITALIZATION,YLD%,ESTU,ISOCURR,INTRA_MONTH_ADDITION,
CHNDQK1,,CN002348,GOLDLOKHOLDINGS(GUANGDONG)COLTD,0.873,1.171,46.813,57.188,1.000,-0.443,-1.999,-2.500,-1.809,1.278,-0.695,-0.378,-0.518,0.993,-0.397,LEISLUX,19,3.280,3106816000.000,0.000,1,CNY,0,
CHNDQK2,,CN002348,GOLDLOKHOLDINGS(GUANGDONG)COLTD,0.873,1.171,46.813,57.188,1.000,-0.443,-1.999,-2.500,-1.809,1.278,-0.695,-0.378,-0.518,0.993,-0.397,LEISLUX,19,3.280,3106816000.000,0.000,0,CNY,0,
CHNDQL1,,CN002349,JINGHUAPHARMACEUTICALGROUPCOLTD,0.714,0.855,31.941,41.675,1.000,-1.008,-1.951,-2.254,0.373,-0.323,0.093,0.205,-0.472,-1.209,0.213,HEALTH,26,4.840,4044905970.160,0.000,1,CNY,0,
CHNDQL2,,CN002349,JINGHUAPHARMACEUTICALGROUPCOLTD,0.714,0.855,31.941,41.675,1.000,-1.008,-1.951,-2.254,0.373,-0.323,0.093,0.205,-0.472,-1.209,0.213,HEALTH,26,4.840,4044905970.160,0.000,0,CNY,0,
CHNDQM1,,CN002350,BEIJINGCREATIVEDISTRIBUTIONAUTOM,0.944,0.953,27.807,38.083,1.000,-0.193,-1.158,-2.504,-0.373,-1.033,-0.202,0.558,-0.858,-0.449,-0.410,ELECEQP,9,5.700,3091503362.700,1.087,1,CNY,0,
CHNDQN1,,CN002351,EDIFIERTECHNOLOGYCOLTD,1.389,1.298,48.885,57.765,1.000,1.383,-0.601,-1.047,-0.369,-0.632,0.242,-0.976,-1.176,0.651,1.097,HOUSEDUR,18,16.580,14741394060.000,0.618,1,CNY,0,
CHNDQN2,,CN002351,EDIFIERTECHNOLOGYCOLTD,,1.298,48.885,57.765,1.000,1.383,-0.601,-1.047,-0.369,-0.632,0.242,-0.976,-1.176,0.651,1.097,HOUSEDUR,18,16.580,14741394060.000,0.618,0,CNY,0,
CHNDQO1,,CN002352,S.F.HOLDINGCOLTD,0.824,0.854,32.785,40.234,1.000,-0.619,1.174,1.080,-0.764,0.931,0.400,-0.952,0.170,-0.196,-0.604,AIRLINE,14,77.850,354718889421.750,0.338,1,CNY,0,
CHNDQO2,,CN002352,S.F.HOLDINGCOLTD,0.824,0.854,32.785,40.234,1.000,-0.619,1.174,1.080,-0.764,0.931,0.400,-0.952,0.170,-0.196,-0.604,AIRLINE,14,77.850,354718889421.750,0.338,0,CNY,0,
CHNDQP1,,CN002353,YANTAIJEREHOILFIELDSER,1.276,1.321,39.522,50.558,1.000,0.984,-1.052,-0.270,-0.071,0.447,0.994,-0.460,-0.812,1.092,0.528,ENERGY,1,35.400,33908031316.800,0.433,1,CNY,0,
CHNDQP2,,CN002353,YANTAIJEREHOILFIELDSER,1.276,1.321,39.522,50.558,1.000,0.984,-1.052,-0.270,-0.071,0.447,0.994,-0.460,-0.812,1.092,0.528,ENERGY,1,35.400,33908031316.800,0.433,0,CNY,0,
CHNDQQ1,,CN002354,DALIANZEUSENTERT,0.557,1.022,52.743,62.213,1.000,-1.563,-1.285,-2.109,-3.053,2.969,-2.585,-0.824,0.988,-0.618,0.491,SOFTWARE,30,2.840,4722959649.240,0.000,1,CNY,0,
CHNDQQ2,,CN002354,DALIANZEUSENTERT,0.557,1.022,52.743,62.213,1.000,-1.563,-1.285,-2.109,-3.053,2.969,-2.585,-0.824,0.988,-0.618,0.491,SOFTWARE,30,2.840,4722959649.240,0.000,0,CNY,0,
CHNDQR1,,CN002355,XINGMININTELLIGENTTRANSYSGPCO,0.990,1.143,34.890,47.434,1.000,-0.029,-1.528,-2.328,-1.375,-0.019,-0.846,0.808,-0.237,-0.013,0.048,AUTO,17,6.020,3735833808.000,0.032,1,CNY,0,
CHNDQR2,,CN002355,XINGMININTELLIGENTTRANSYSGPCO,0.990,1.143,34.890,47.434,1.000,-0.029,-1.528,-2.328,-1.375,-0.019,-0.846,0.808,-0.237,-0.013,0.048,AUTO,17,6.020,3735833808.000,0.032,0,CNY,0,
CHNDQS1,,CN002356,SHENZHENHEMEIGROUPCOLTD,0.497,0.978,52.836,65.210,1.000,-1.776,-3.681,-3.937,-1.152,2.193,-2.638,-0.442,0.458,-1.415,-2.525,HDWRSEMI,31,1.260,665036250.480,0.000,1,CNY,0,
CHNDQT1,,CN601106,CHINAFIRSTHEAVYINDUSTRIES,0.947,0.901,23.507,32.125,1.000,-0.182,-0.846,-0.746,-0.507,-1.291,1.479,0.284,-0.009,-1.251,0.937,MACH,11,2.970,20367615293.190,0.000,1,CNY,0,
CHNDQT2,,CN601106,CHINAFIRSTHEAVYINDUSTRIES,0.947,0.901,23.507,32.125,1.000,-0.182,-0.846,-0.746,-0.507,-1.291,1.479,0.284,-0.009,-1.251,0.937,MACH,11,2.970,20367615293.190,0.000,0,CNY,0,
CHNDQU1,,CN002357,SICHUANFULINTRANSPORTATIONGROUP,0.833,0.876,26.768,36.999,1.000,-0.584,-1.108,-2.975,0.385,-0.694,-1.609,0.625,-0.384,-0.491,-2.125,RDRLTRAN,16,5.950,1865259764.200,0.000,1,CNY,0,
CHNDQV1,,CN002358,HENANSENYUANELECTRICCOLTD,1.045,1.106,28.356,42.562,1.000,0.165,-2.408,-2.093,-0.545,-0.870,-1.213,1.749,-0.532,-0.160,0.519,ELECEQP,9,5.170,4806843571.090,0.000,1,CNY,0,
CHNDQV2,,CN002358,HENANSENYUANELECTRICCOLTD,1.045,1.106,28.356,42.562,1.000,0.165,-2.408,-2.093,-0.545,-0.870,-1.213,1.749,-0.532,-0.160,0.519,ELECEQP,9,5.170,4806843571.090,0.000,0,CNY,0,
CHNDQW1,,CN002359,NORTHCOMGROUPCOLTD,0.237,0.666,43.531,55.525,1.000,-2.696,-3.224,-3.293,-0.093,0.558,-2.585,2.729,2.419,-0.436,-2.525,CNSTENG,8,1.220,1326373947.200,0.000,1,CNY,0,
CHNDQW2,,CN002359,NORTHCOMGROUPCOLTD,0.237,0.666,43.531,55.525,1.000,-2.696,-3.224,-3.293,-0.093,0.558,-2.585,2.729,2.419,-0.436,-2.525,CNSTENG,8,1.220,1326373947.200,0.000,0,CNY,0,
CHNDQX1,,CN300051,XIAMEN35.COMTECHNOLOGYCOLTD,1.477,1.452,49.730,64.006,1.000,1.693,-2.149,-2.843,-1.622,0.495,-1.515,-0.981,1.287,0.891,-1.565,SOFTWARE,30,5.880,2150308297.200,0.000,1,CNY,0,
CHNDQX2,,CN300051,XIAMEN35.COMTECHNOLOGYCOLTD,1.477,1.452,49.730,64.006,1.000,1.693,-2.149,-2.843,-1.622,0.495,-1.515,-0.981,1.287,0.891,-1.565,SOFTWARE,30,5.880,2150308297.200,0.000,0,CNY,0,
CHNDQY1,,CN300052,SHENZHENZQGAMECOLTD,1.597,1.493,40.201,56.785,1.000,2.117,-2.077,-2.626,-1.027,-0.500,-0.294,-0.468,-0.849,1.201,-0.780,SOFTWARE,30,10.310,2714306483.000,0.185,1,CNY,0,
CHNDQY2,,CN300052,SHENZHENZQGAMECOLTD,1.597,1.493,40.201,56.785,1.000,2.117,-2.077,-2.626,-1.027,-0.500,-0.294,-0.468,-0.849,1.201,-0.780,SOFTWARE,30,10.310,2714306483.000,0.185,0,CNY,0,
CHNDQZ1,,CN300053,ZHUHAIORBITAAEROSPACESCIENCE&T,1.380,1.350,30.390,45.795,1.000,1.351,-1.212,-1.761,-1.031,-0.666,0.048,-0.109,-0.855,0.729,0.942,HDWRSEMI,31,9.770,6860085731.240,0.000,1,CNY,0,
CHNDQZ2,,CN300053,ZHUHAIORBITAAEROSPACESCIENCE&T,1.380,1.350,30.390,45.795,1.000,1.351,-1.212,-1.761,-1.031,-0.666,0.048,-0.109,-0.855,0.729,0.942,HDWRSEMI,31,9.770,6860085731.240,0.000,0,CNY,0,
CHNDRA1,,CN300054,HUBEIDINGLONGCOLTD,1.534,1.455,44.388,56.118,1.000,1.895,0.088,-1.046,-0.832,0.255,-0.837,-0.607,-1.189,1.007,1.097,CHEM,2,15.820,14760410966.700,0.122,1,CNY,0,
CHNDRA2,,CN300054,HUBEIDINGLONGCOLTD,1.534,1.455,44.388,56.118,1.000,1.895,0.088,-1.046,-0.832,0.255,-0.837,-0.607,-1.189,1.007,1.097,CHEM,2,15.820,14760410966.700,0.122,0,CNY,0,
CHNDRB1,,CN601678,BEFARGROUPCOLTD,0.999,1.131,31.339,41.763,1.000,0.002,-0.418,-1.612,0.257,-0.241,-0.197,1.230,0.359,0.710,1.052,CHEM,2,5.210,8046324000.000,1.842,1,CNY,0,
CHNDRB2,,CN601678,BEFARGROUPCOLTD,0.999,1.131,31.339,41.763,1.000,0.002,-0.418,-1.612,0.257,-0.241,-0.197,1.230,0.359,0.710,1.052,CHEM,2,5.210,8046324000.000,1.842,0,CNY,0,
CHNDRC1,,CN601688,HUATAISECURITIESCOLTD,1.209,1.157,18.110,38.571,1.000,0.747,-0.691,1.080,0.514,-1.625,-1.298,0.896,1.368,0.949,-0.604,DVFININS,28,18.680,137440048697.600,1.554,1,CNY,0,
CHNDRC2,,CN601688,HUATAISECURITIESCOLTD,1.209,1.157,18.110,38.571,1.000,0.747,-0.691,1.080,0.514,-1.625,-1.298,0.896,1.368,0.949,-0.604,DVFININS,28,18.680,137440048697.600,1.554,0,CNY,0,
CHNDRD1,,CN300055,BEIJINGWATERBUSINESSDOCTORCOLT,1.246,1.165,30.411,42.868,1.000,0.876,-0.789,-1.959,-0.680,-0.709,-2.298,1.718,-0.657,0.028,0.721,UTILITIE,32,6.410,5545834664.150,0.218,1,CNY,0,
CHNDRD2,,CN300055,BEIJINGWATERBUSINESSDOCTORCOLT,1.246,1.165,30.411,42.868,1.000,0.876,-0.789,-1.959,-0.680,-0.709,-2.298,1.718,-0.657,0.028,0.721,UTILITIE,32,6.410,5545834664.150,0.218,0,CNY,0,
CHNDRE1,,CN300056,XIAMENZHONGCHUANGENVTECHCOLTD,0.881,1.167,48.476,56.775,1.000,-0.414,-0.447,-2.554,-0.179,1.218,-0.940,-0.296,-0.666,0.626,-0.557,MACH,11,7.600,2929727366.800,0.000,1,CNY,0,
CHNDRE2,,CN300056,XIAMENZHONGCHUANGENVTECHCOLTD,0.881,1.167,48.476,56.775,1.000,-0.414,-0.447,-2.554,-0.179,1.218,-0.940,-0.296,-0.666,0.626,-0.557,MACH,11,7.600,2929727366.800,0.000,0,CNY,0,
CHNDRF1,,CN300057,SHANTOUWANSHUNNEWMATERIALGROUP,1.148,1.275,39.070,50.318,1.000,0.530,-0.461,-2.239,0.101,0.435,0.201,1.288,0.276,0.982,0.243,MATERIAL,5,6.090,4107842725.350,0.832,1,CNY,0,
CHNDRF2,,CN300057,SHANTOUWANSHUNNEWMATERIALGROUP,1.147,1.275,39.070,50.318,1.000,0.530,-0.461,-2.239,0.101,0.435,0.201,1.288,0.276,0.982,0.243,MATERIAL,5,6.090,4107842725.350,0.832,0,CNY,0,
CHNDRG1,,CN300058,BLUEFOCUSINTELLIGENTCOMMGRPCOL,1.401,1.376,35.138,48.962,1.000,1.426,-1.247,-1.021,-0.084,-0.532,0.010,0.404,-0.685,1.130,1.087,MEDIA,21,6.090,15170420409.060,0.000,1,CNY,0,
CHNDRG2,,CN300058,BLUEFOCUSINTELLIGENTCOMMGRPCOL,1.401,1.376,35.138,48.962,1.000,1.426,-1.247,-1.021,-0.084,-0.532,0.010,0.404,-0.685,1.130,1.087,MEDIA,21,6.090,15170420409.060,0.000,0,CNY,0,
CHNDRH1,,CN002360,SHANXITONDCHEMICALCOLTD,0.846,1.030,36.417,44.904,1.000,-0.541,-0.434,-2.596,0.269,0.425,-0.045,0.062,-1.020,-0.035,-0.684,CHEM,2,7.160,2803230216.000,2.252,1,CNY,0,
CHNDRI1,,CN002361,ANHUISHENJIANNEWMATERIALSCOLTD,0.943,1.050,34.460,43.383,1.000,-0.197,-0.940,-2.190,-0.015,-0.216,0.074,-0.045,-0.284,-0.342,0.342,CHEM,2,5.170,4330258179.720,2.033,1,CNY,0,
CHNDRI2,,CN002361,ANHUISHENJIANNEWMATERIALSCOLTD,0.943,1.050,34.460,43.383,1.000,-0.197,-0.940,-2.190,-0.015,-0.216,0.074,-0.045,-0.284,-0.342,0.342,CHEM,2,5.170,4330258179.720,2.033,0,CNY,0,
CHNDRJ1,,CN002362,HANWANGTECHNOLOGYCOLTD,1.340,1.334,41.715,53.669,1.000,1.210,0.522,-1.980,-0.646,-0.341,1.040,-0.866,-1.179,1.425,0.693,HDWRSEMI,31,25.000,5424732300.000,0.000,1,CNY,0,
CHNDRK1,,CN002363,SHANDONGLONGJIMACH,0.894,1.129,47.927,57.041,1.000,-0.368,-0.665,-2.632,-0.019,0.406,-0.479,1.024,-0.910,0.637,-0.801,AUTO,17,6.480,2696329950.480,5.666,1,CNY,0,
CHNDRL1,,CN002364,HANGZHOUZHONGHENGELECTR,0.982,1.091,38.301,48.209,1.000,-0.059,-1.922,-1.968,-0.454,-0.469,-0.495,-0.216,-1.097,0.005,0.709,ELECEQP,9,9.750,5494758360.000,0.992,1,CNY,0,
CHNDRL2,,CN002364,HANGZHOUZHONGHENGELECTR,0.982,1.091,38.301,48.209,1.000,-0.059,-1.922,-1.968,-0.454,-0.469,-0.495,-0.216,-1.097,0.005,0.709,ELECEQP,9,9.750,5494758360.000,0.992,0,CNY,0,
CHNDRM1,,CN002365,QIANJIANGYONGANPHARM,0.914,0.974,32.792,43.024,1.000,-0.297,-1.234,-2.512,0.495,-0.639,0.882,0.429,-1.193,-0.174,-0.433,HEALTH,26,10.400,3064698000.000,1.416,1,CNY,0,
CHNDRM2,,CN002365,QIANJIANGYONGANPHARM,0.914,0.974,32.792,43.024,1.000,-0.297,-1.234,-2.512,0.495,-0.639,0.882,0.429,-1.193,-0.174,-0.433,HEALTH,26,10.400,3064698000.000,1.416,0,CNY,0,
CHNDRN1,,CN002366,TAIHAIMANOIRNUCLEAREQUIPMENTCO,1.322,1.432,42.348,57.929,1.000,1.145,-2.682,-2.330,-3.053,0.472,-1.226,0.171,0.114,0.758,0.044,MACH,11,4.300,3728346605.000,0.000,1,CNY,0,
CHNDRN2,,CN002366,TAIHAIMANOIRNUCLEAREQUIPMENTCO,1.322,1.432,42.348,57.929,1.000,1.145,-2.682,-2.330,-3.053,0.472,-1.226,0.171,0.114,0.758,0.044,MACH,11,4.300,3728346605.000,0.000,0,CNY,0,
CHNDRO1,,CN002367,CANNYELEVATORCOLTD,1.224,1.180,33.916,43.701,1.000,0.798,0.413,-1.621,0.105,-0.806,-1.022,-0.301,-1.006,0.462,1.046,MACH,11,9.990,7968550343.130,5.268,1,CNY,0,
CHNDRO2,,CN002367,CANNYELEVATORCOLTD,1.220,1.180,33.916,43.701,1.000,0.798,0.413,-1.621,0.105,-0.806,-1.022,-0.301,-1.006,0.462,1.046,MACH,11,9.990,7968550343.130,5.268,0,CNY,0,
CHNDRP1,,CN002368,TAIJICOMPUTERCORPLTD,1.277,1.157,27.399,39.876,1.000,0.987,-0.918,-0.947,-0.514,-1.192,-0.069,-0.748,-0.252,0.334,1.055,SOFTWARE,30,28.320,16415416920.960,0.645,1,CNY,0,
CHNDRP2,,CN002368,TAIJICOMPUTERCORPLTD,1.277,1.157,27.399,39.876,1.000,0.987,-0.918,-0.947,-0.514,-1.192,-0.069,-0.748,-0.252,0.334,1.055,SOFTWARE,30,28.320,16415416920.960,0.645,0,CNY,0,
CHNDRQ1,,CN002369,SHENZHENZOWEETECHNOLOGYCOLTD,1.266,1.363,34.579,51.049,1.000,0.949,-2.795,-2.413,-0.208,-0.244,-0.884,0.416,-0.629,0.610,-0.162,HDWRSEMI,31,5.910,3408705995.640,0.000,1,CNY,0,
CHNDRR1,,CN002370,ZHEJIANGYATAIPHARMACEUTICALCOLT,0.980,1.180,48.984,61.766,1.000,-0.065,-3.681,-2.733,-0.746,0.778,-1.371,-0.706,2.127,0.069,-1.147,HEALTH,26,4.510,2419817580.180,0.000,1,CNY,0,
CHNDRR2,,CN002370,ZHEJIANGYATAIPHARMACEUTICALCOLT,0.980,1.180,48.984,61.766,1.000,-0.065,-3.681,-2.733,-0.746,0.778,-1.371,-0.706,2.127,0.069,-1.147,HEALTH,26,4.510,2419817580.180,0.000,0,CNY,0,
CHNDRS1,,CN002371,NAURATECHNOLOGYGROUPCOLTD,1.726,1.490,41.171,54.818,1.000,2.576,0.492,0.570,-1.228,0.268,1.243,-1.179,-0.485,1.316,-0.299,HDWRSEMI,31,168.300,83526024215.700,0.037,1,CNY,0,
CHNDRS2,,CN002371,NAURATECHNOLOGYGROUPCOLTD,1.726,1.490,41.171,54.818,1.000,2.576,0.492,0.570,-1.228,0.268,1.243,-1.179,-0.485,1.316,-0.299,HDWRSEMI,31,168.300,83526024215.700,0.037,0,CNY,0,
CHNDRT1,,CN002372,ZHEJIANGWEIXINGNEWBUILDINGMATER,0.751,0.833,34.109,41.608,1.000,-0.877,1.205,-0.417,-0.418,0.465,0.029,-1.002,-1.196,-0.297,0.668,BLDPROD,7,18.420,28976741238.960,2.648,1,CNY,0,
CHNDRT2,,CN002372,ZHEJIANGWEIXINGNEWBUILDINGMATER,0.751,0.833,34.109,41.608,1.000,-0.877,1.205,-0.417,-0.418,0.465,0.029,-1.002,-1.196,-0.297,0.668,BLDPROD,7,18.420,28976741238.960,2.648,0,CNY,0,
CHNDRU1,,CN002373,CHINATRANSINFOTECHNOLOGYCOLTD,1.279,1.155,28.504,40.332,1.000,0.992,-0.916,-0.343,-0.268,-1.101,1.274,-0.124,-1.023,0.478,0.599,SOFTWARE,30,19.830,31354865136.450,0.357,1,CNY,0,
CHNDRU2,,CN002373,CHINATRANSINFOTECHNOLOGYCOLTD,1.279,1.155,28.504,40.332,1.000,0.992,-0.916,-0.343,-0.268,-1.101,1.274,-0.124,-1.023,0.478,0.599,SOFTWARE,30,19.830,31354865136.450,0.357,0,CNY,0,
CHNDRV1,,CN002374,SHANDONGLIPENGCOLTD,0.907,0.899,25.218,37.404,1.000,-0.323,-1.309,-2.620,-0.847,-0.999,-1.882,2.486,1.173,-0.786,-0.762,COMSERV,13,2.510,2730763995.330,0.000,1,CNY,0,
CHNDRW1,,CN300059,EASTMONEYINFORMATIONCOLTD,1.976,1.620,23.707,47.592,1.000,3.185,1.305,1.080,-0.878,-1.125,0.078,-0.955,-0.748,2.580,-0.604,DVFININS,28,26.700,229970744309.700,0.109,1,CNY,0,
CHNDRW2,,CN300059,EASTMONEYINFORMATIONCOLTD,1.976,1.620,23.707,47.592,1.000,3.185,1.305,1.080,-0.878,-1.125,0.078,-0.955,-0.748,2.580,-0.604,DVFININS,28,26.700,229970744309.700,0.109,0,CNY,0,
CHNDRX1,,CN300061,QITIANTECHNOLOGY,1.355,1.390,53.113,64.854,1.000,1.263,-0.964,-2.324,-1.109,0.891,-0.557,0.156,-0.617,0.638,0.057,HEALTH,26,5.600,3751273260.000,0.000,1,CNY,0,
CHNDRY1,,CN300062,CEEPOWERCOLTD,1.313,1.592,64.586,77.060,1.000,1.112,1.073,-2.236,-0.943,2.778,-0.703,-0.844,0.025,2.650,0.249,ELECEQP,9,13.380,4121040000.000,0.141,1,CNY,0,
CHNDRZ1,,CN601188,HEILONGJIANGTRANSPORTATIONDEVELOP,0.572,0.667,22.984,31.013,1.000,-1.509,-0.832,-2.344,0.559,-0.951,0.042,2.397,-1.073,-2.323,0.010,RDRLTRAN,16,2.790,3671301213.090,5.654,1,CNY,0,
CHNDSA1,,CN601518,JILINEXPRESSWAYCOLTD,0.624,0.644,23.626,32.325,1.000,-1.324,-0.922,-2.480,0.302,-1.372,-0.493,2.241,1.765,-2.279,-0.341,RDRLTRAN,16,2.350,3173428534.350,0.000,1,CNY,0,
CHNDSB1,,CN002375,ZHEJIANGYASHADECORATIONCOLTD,1.441,1.324,42.511,53.990,1.000,1.566,-0.263,-1.310,-0.303,0.079,-0.513,0.982,-0.767,-0.338,1.141,CONSSERV,20,8.300,11121970933.400,0.392,1,CNY,0,
CHNDSB2,,CN002375,ZHEJIANGYASHADECORATIONCOLTD,1.441,1.324,42.511,53.990,1.000,1.566,-0.263,-1.310,-0.303,0.079,-0.513,0.982,-0.767,-0.338,1.141,CONSSERV,20,8.300,11121970933.400,0.392,0,CNY,0,
CHNDSC1,,CN002376,SHANDONGNEWBEIYANGINFOTECHCO,0.919,0.931,24.032,35.248,1.000,-0.280,-1.882,-1.880,0.172,-1.716,0.205,0.444,-0.061,-0.926,0.820,HDWRSEMI,31,9.070,6038082041.670,2.172,1,CNY,0,
CHNDSC2,,CN002376,SHANDONGNEWBEIYANGINFOTECHCO,0.919,0.931,24.032,35.248,1.000,-0.280,-1.882,-1.880,0.172,-1.716,0.205,0.444,-0.061,-0.926,0.820,HDWRSEMI,31,9.070,6038082041.670,2.172,0,CNY,0,
CHNDSD1,,CN002377,HUBEIGUOCHUANGHI-TECHMATERIALCO,0.880,1.047,34.599,44.725,1.000,-0.418,-1.279,-2.274,0.027,-0.142,1.096,2.729,-1.003,-0.168,0.170,REALEST,29,4.320,3958524868.320,3.394,1,CNY,0,
CHNDSE1,,CN300063,GUANGDONGTLOONGTECHNOLOGYGROUP,1.514,1.591,57.577,69.541,1.000,1.825,-0.496,-2.218,-0.467,1.004,0.172,-0.545,-0.857,1.674,0.286,CHEM,2,5.600,4201130920.000,0.000,1,CNY,0,
CHNDSF1,,CN300064,ZHENGZHOUSINO-CRYSTALDIAMONDCOL,1.131,1.597,65.898,78.507,1.000,0.471,-1.537,-1.818,-0.213,3.341,-2.208,-0.677,-0.567,2.033,0.887,MTLMIN,4,5.350,6449299783.250,0.000,1,CNY,0,
CHNDSF2,,CN300064,ZHENGZHOUSINO-CRYSTALDIAMONDCOL,1.131,1.597,65.898,78.507,1.000,0.471,-1.537,-1.818,-0.213,3.341,-2.208,-0.677,-0.567,2.033,0.887,MTLMIN,4,5.350,6449299783.250,0.000,0,CNY,0,
CHNDSG1,,CN300065,BEIJINGHIGHLANDERDIGITALTECHCO,0.988,1.259,46.411,56.761,1.000,-0.037,-0.768,-1.847,-0.915,1.056,0.259,-0.541,-0.976,0.913,0.857,HDWRSEMI,31,15.700,6251332349.500,0.197,1,CNY,0,
CHNDSG2,,CN300065,BEIJINGHIGHLANDERDIGITALTECHCO,0.988,1.259,46.411,56.761,1.000,-0.037,-0.768,-1.847,-0.915,1.056,0.259,-0.541,-0.976,0.913,0.857,HDWRSEMI,31,15.700,6251332349.500,0.197,0,CNY,0,
CHNDSH1,,CN300066,SANCHUANWISDOMTECHNOLOGYCOLTD,1.268,1.299,34.188,47.152,1.000,0.954,-0.442,-2.014,-0.265,-0.229,-0.223,-0.377,-1.196,0.747,0.644,HDWRSEMI,31,5.030,5231367307.860,0.906,1,CNY,0,
CHNDSH2,,CN300066,SANCHUANWISDOMTECHNOLOGYCOLTD,1.268,1.299,34.188,47.152,1.000,0.954,-0.442,-2.014,-0.265,-0.229,-0.223,-0.377,-1.196,0.747,0.644,HDWRSEMI,31,5.030,5231367307.860,0.906,0,CNY,0,
CHNDSI1,,CN601158,CHONGQINGWATERGROUPCOLTD,0.463,0.421,18.092,23.775,1.000,-1.897,-0.612,-0.542,0.502,-1.705,-0.444,0.483,-0.839,-2.672,0.779,UTILITIE,32,5.280,25344000000.000,4.777,1,CNY,0,
CHNDSI2,,CN601158,CHONGQINGWATERGROUPCOLTD,0.463,0.421,18.092,23.775,1.000,-1.897,-0.612,-0.542,0.502,-1.705,-0.444,0.483,-0.839,-2.672,0.779,UTILITIE,32,5.280,25344000000.000,4.777,0,CNY,0,
CHNDSJ1,,CN002378,CHONGYIZHANGYUANTUNGSTENCOLTD,1.136,1.221,41.631,52.299,1.000,0.488,-0.903,-2.086,-1.126,0.237,-0.459,-0.402,0.485,0.657,0.530,MTLMIN,4,5.240,4842637364.640,0.000,1,CNY,0,
CHNDSJ2,,CN002378,CHONGYIZHANGYUANTUNGSTENCOLTD,1.136,1.221,41.631,52.299,1.000,0.488,-0.903,-2.086,-1.126,0.237,-0.459,-0.402,0.485,0.657,0.530,MTLMIN,4,5.240,4842637364.640,0.000,0,CNY,0,
CHNDSK1,,CN002379,SHANDONGHONGCHUANGALUMINUMINDUST,1.057,1.222,46.071,56.460,1.000,0.209,-1.400,-2.546,-1.324,0.569,1.420,0.127,-0.758,0.767,-0.533,MTLMIN,4,3.190,2955216000.000,0.000,1,CNY,0,
CHNDSL1,,CN002380,NANJINGSCIYONWISDOMTECHGRPCOL,1.118,0.969,28.081,38.201,1.000,0.425,-0.193,-2.386,-0.235,-1.705,-0.198,0.557,-1.193,-0.468,-0.093,SOFTWARE,30,14.620,3508677908.380,1.307,1,CNY,0,
CHNDSM1,,CN601101,BEIJINGHAOHUAENERGYRESOURCECOL,0.994,1.051,25.380,39.686,1.000,-0.016,-1.473,-2.022,0.580,-0.522,-0.386,2.729,2.181,-0.900,0.631,ENERGY,1,4.320,5183992535.040,1.691,1,CNY,0,
CHNDSM2,,CN601101,BEIJINGHAOHUAENERGYRESOURCECOL,0.994,1.051,25.380,39.686,1.000,-0.016,-1.473,-2.022,0.580,-0.522,-0.386,2.729,2.181,-0.900,0.631,ENERGY,1,4.320,5183992535.040,1.691,0,CNY,0,
CHNDSN1,,CN002381,ZHEJIANGDOUBLEARROWRUBBERCOLTD,1.064,0.995,27.962,37.129,1.000,0.234,-0.084,-2.306,0.854,-1.326,0.019,0.125,-1.036,-0.495,0.098,CHEM,2,9.290,3823506332.560,5.247,1,CNY,0,
CHNDSO1,,CN002382,BLUESAILMEDICALCOLTD,1.081,1.363,46.916,58.908,1.000,0.291,-1.693,-0.736,2.021,1.566,-1.461,0.256,0.018,1.460,0.931,HEALTH,26,21.350,20582063686.100,0.500,1,CNY,0,
CHNDSO2,,CN002382,BLUESAILMEDICALCOLTD,1.081,1.363,46.916,58.908,1.000,0.291,-1.693,-0.736,2.021,1.566,-1.461,0.256,0.018,1.460,0.931,HEALTH,26,21.350,20582063686.100,0.500,0,CNY,0,
CHNDSP1,,CN002383,BEIJINGUNISTRONGSCIENCE&TECHCO,1.040,1.152,35.760,49.032,1.000,0.147,-2.447,-1.898,-3.053,-0.197,-0.779,-0.057,0.001,-0.103,0.800,HDWRSEMI,31,7.960,5924902890.640,0.000,1,CNY,0,
CHNDSP2,,CN002383,BEIJINGUNISTRONGSCIENCE&TECHCO,1.040,1.152,35.760,49.032,1.000,0.147,-2.447,-1.898,-3.053,-0.197,-0.779,-0.057,0.001,-0.103,0.800,HDWRSEMI,31,7.960,5924902890.640,0.000,0,CNY,0,
CHNDSQ1,,CN002384,SUZHOUDONGSHANPRECISIONMANUFACTU,1.479,1.363,33.148,46.402,1.000,1.701,-0.566,0.081,-0.376,-0.578,1.327,-0.560,0.429,1.632,0.169,HDWRSEMI,31,28.900,49415165750.300,0.183,1,CNY,0,
CHNDSQ2,,CN002384,SUZHOUDONGSHANPRECISIONMANUFACTU,1.479,1.363,33.148,46.402,1.000,1.701,-0.566,0.081,-0.376,-0.578,1.327,-0.560,0.429,1.632,0.169,HDWRSEMI,31,28.900,49415165750.300,0.183,0,CNY,0,
CHNDSR1,,CN002385,BEIJINGDABEINONGTECHNOLOGYGROUP,1.124,1.192,42.218,52.078,1.000,0.444,-0.780,-0.148,0.349,0.525,-0.773,-0.436,-0.340,1.747,0.404,FOODPROD,25,9.220,38680937943.900,3.528,1,CNY,0,
